1196,dummy,20190606,DDDD,dummy,Woman,dummy,
1197,dummy,20190606,DDDD,dummy,Man,dummy,
1198,dummy,20190606,DDDD,dummy,Woman,dummy,
1199,dummy,20190606,DDDD,dummy,Woman,dummy,
1200,dummy,20190606,DDDD,dummy,Woman,dummy,
1201,dummy,20190606,DDDD,dummy,Woman,dummy,
1202,dummy,20190606,DDDD,dummy,Woman,dummy,
1203,dummy,20190606,DDDD,dummy,Man,dummy,
1204,dummy,20190606,DDDD,dummy,Woman,dummy,
1205,dummy,20190606,DDDD,dummy,Woman,dummy,
1206,dummy,20190606,DDDD,dummy,Man,dummy,
1207,dummy,20190606,DDDD,dummy,Man,dummy,
1208,dummy,20190606,DDDD,dummy,Man,dummy,
1209,dummy,20190606,DDDD,dummy,Woman,dummy,
1210,dummy,20190606,DDDD,dummy,Man,dummy,
1211,dummy,20190606,DDDD,dummy,Man,dummy,
1212,dummy,20190606,DDDD,dummy,Man,dummy,
1213,dummy,20190606,DDDD,dummy,Man,dummy,
1214,dummy,20190606,DDDD,dummy,Man,dummy,
1215,Adele,19880505,ENTJ,UK,Woman,Artist,"I'm a big personality. I walk into a room, big and tall and loud."
1216,dummy,20190606,DDDD,dummy,Woman,dummy,
1217,dummy,20190606,DDDD,dummy,Man,dummy,
1218,Christina Aguilera,19801218,ISFP,USA,Woman,Artist,I've never watched an entire episode of 'American Idol.' It's too mean.
1219,dummy,20190606,DDDD,dummy,Woman,dummy,
1220,dummy,20190606,DDDD,dummy,Man,dummy,
1221,dummy,20190606,DDDD,dummy,Man,dummy,
1222,dummy,20190606,DDDD,dummy,Man,dummy,
1223,dummy,20190606,DDDD,dummy,Woman,dummy,
1224,dummy,20190606,DDDD,dummy,Woman,dummy,
1225,dummy,20190606,DDDD,dummy,Woman,dummy,
1226,dummy,20190606,DDDD,dummy,Woman,dummy,
1227,dummy,20190606,DDDD,dummy,Woman,dummy,
1228,dummy,20190606,DDDD,dummy,Man,dummy,
1229,dummy,20190606,DDDD,dummy,Woman,dummy,
1230,dummy,20190606,DDDD,dummy,Woman,dummy,
1231,dummy,20190606,DDDD,dummy,Woman,dummy,
1232,dummy,20190606,DDDD,dummy,Man,dummy,
1233,dummy,20190606,DDDD,dummy,Man,dummy,
1234,Michael Douglas,19440925,ENTJ,USA,Man,Artist,I like to work fast. I like to keep moving forward.
1235,dummy,20190606,DDDD,dummy,Man,dummy,
1236,Sigourney Weaver,19491008,INTP,USA,Woman,Artist,"[In my youth] I was very shy, very self-conscious. I didn't even decide to be an actress until [people] kept hiring me. I kind of backed into it."
1237,dummy,20190606,DDDD,dummy,Man,dummy,
1238,dummy,20190606,DDDD,dummy,Man,dummy,
1239,dummy,20190606,DDDD,dummy,Woman,dummy,
1240,dummy,20190606,DDDD,dummy,Woman,dummy,
1241,dummy,20190606,DDDD,dummy,Man,dummy,
1242,dummy,20190606,DDDD,dummy,Woman,dummy,
1243,dummy,20190606,DDDD,dummy,Woman,dummy,
1244,dummy,20190606,DDDD,dummy,Man,dummy,
1245,dummy,20190606,DDDD,dummy,Man,dummy,
1246,dummy,20190606,DDDD,dummy,Woman,dummy,
1247,dummy,20190606,DDDD,dummy,Woman,dummy,
1248,dummy,20190606,DDDD,dummy,Man,dummy,
1249,dummy,20190606,DDDD,dummy,Woman,dummy,
1250,dummy,20190606,DDDD,dummy,Woman,dummy,
1251,dummy,20190606,DDDD,dummy,Woman,dummy,
1252,dummy,20190606,DDDD,dummy,Man,dummy,
1253,dummy,20190606,DDDD,dummy,Woman,dummy,
1254,dummy,20190606,DDDD,dummy,Woman,dummy,
1255,dummy,20190606,DDDD,dummy,Man,dummy,
1256,dummy,20190606,DDDD,dummy,Woman,dummy,
1257,dummy,20190606,DDDD,dummy,Man,dummy,
1258,dummy,20190606,DDDD,dummy,Man,dummy,
1259,Britney Spears,19811202,ISFP,USA,Woman,Artist,I don't like defining myself. I just am.
1260,dummy,20190606,DDDD,dummy,Woman,dummy,
1261,dummy,20190606,DDDD,dummy,Woman,dummy,
1262,dummy,20190606,DDDD,dummy,Woman,dummy,
1263,dummy,20190606,DDDD,dummy,Man,dummy,
1264,dummy,20190606,DDDD,dummy,Man,dummy,
1265,dummy,20190606,DDDD,dummy,Woman,dummy,
1266,dummy,20190606,DDDD,dummy,Man,dummy,
1267,Josh Radnor,19740729,INFJ,USA,Man,Artist,Obsessive worry and guilt are universal feelings.
1268,dummy,20190606,DDDD,dummy,Man,dummy,
1269,Jude Law,19721229,INFP,UK,Man,Artist,"I honestly have no interest in celebrity whatsoever. If anything, I always cringe at it because it takes away from what I am."
1270,Carey Mulligan,19850528,INFJ,UK,Woman,Artist,Most of [my characters] have been emotionally articulate.
1271,dummy,20190606,DDDD,dummy,Man,dummy,
1272,dummy,20190606,DDDD,dummy,Woman,dummy,
1273,dummy,20190606,DDDD,dummy,Woman,dummy,
1274,dummy,20190606,DDDD,dummy,Man,dummy,
1275,dummy,20190606,DDDD,dummy,Woman,dummy,
1276,dummy,20190606,DDDD,dummy,Man,dummy,
1277,dummy,20190606,DDDD,dummy,Man,dummy,
1278,dummy,20190606,DDDD,dummy,Man,dummy,
1279,dummy,20190606,DDDD,dummy,Woman,dummy,
1280,dummy,20190606,DDDD,dummy,Man,dummy,
1281,dummy,20190606,DDDD,dummy,Woman,dummy,
1282,dummy,20190606,DDDD,dummy,Woman,dummy,
1283,Sasha Grey,19880314,ESTP,USA,Woman,Artist,Fuck the system. I subscribe to my own way of operating.
1284,dummy,20190606,DDDD,dummy,Man,dummy,
1285,dummy,20190606,DDDD,dummy,Woman,dummy,
1286,dummy,20190606,DDDD,dummy,Man,dummy,
1287,dummy,20190606,DDDD,dummy,Man,dummy,
1288,dummy,20190606,DDDD,dummy,Woman,dummy,
1289,dummy,20190606,DDDD,dummy,Woman,dummy,
1290,dummy,20190606,DDDD,dummy,Woman,dummy,
1291,dummy,20190606,DDDD,dummy,Woman,dummy,
1292,dummy,20190606,DDDD,dummy,Woman,dummy,
1293,dummy,20190606,DDDD,dummy,Man,dummy,
1294,dummy,20190606,DDDD,dummy,Woman,dummy,
1295,dummy,20190606,DDDD,dummy,Man,dummy,
1296,dummy,20190606,DDDD,dummy,Man,dummy,
1297,dummy,20190606,DDDD,dummy,Man,dummy,
1298,dummy,20190606,DDDD,dummy,Man,dummy,
1299,dummy,20190606,DDDD,dummy,Man,dummy,
1300,dummy,20190606,DDDD,dummy,Man,dummy,
1301,dummy,20190606,DDDD,dummy,Woman,dummy,
1302,Mads Mikkelsen,19651122,ESFP,Denmark,Man,Artist,I was always a very energetic person; I am still a very energetic person.
1303,dummy,20190606,DDDD,dummy,Woman,dummy,
1304,dummy,20190606,DDDD,dummy,Man,dummy,
1305,dummy,20190606,DDDD,dummy,Woman,dummy,
1306,dummy,20190606,DDDD,dummy,Man,dummy,
1307,dummy,20190606,DDDD,dummy,Man,dummy,
1308,dummy,20190606,DDDD,dummy,Man,dummy,
1309,dummy,20190606,DDDD,dummy,Woman,dummy,
1310,dummy,20190606,DDDD,dummy,Woman,dummy,
1311,dummy,20190606,DDDD,dummy,Woman,dummy,
1312,dummy,20190606,DDDD,dummy,Woman,dummy,
1313,dummy,20190606,DDDD,dummy,Man,dummy,
1314,dummy,20190606,DDDD,dummy,Woman,dummy,
1315,dummy,20190606,DDDD,dummy,Woman,dummy,
1316,dummy,20190606,DDDD,dummy,Woman,dummy,
1317,dummy,20190606,DDDD,dummy,Woman,dummy,
1318,dummy,20190606,DDDD,dummy,Woman,dummy,
1319,dummy,20190606,DDDD,dummy,Man,dummy,
1320,Andrew Jackson,17670315,ESTP,USA,Man,Politician,"[I] have [often] found myself in difficult and trying situations, where prompt decision and energetic action were necessary."
1321,dummy,20190606,DDDD,dummy,Man,dummy,
1322,dummy,20190606,DDDD,dummy,Man,dummy,
1323,dummy,20190606,DDDD,dummy,Woman,dummy,
1324,dummy,20190606,DDDD,dummy,Man,dummy,
1325,dummy,20190606,DDDD,dummy,Woman,dummy,
1326,Kate Winslet,19751005,ENFJ,UK,Woman,Artist,"My feeling about why I like making films is you can come away from a film feeling so changed and touched. I really love that, the thought that I could be giving people a lot."
1327,dummy,20190606,DDDD,dummy,Woman,dummy,
1328,dummy,20190606,DDDD,dummy,Man,dummy,
1329,dummy,20190606,DDDD,dummy,Man,dummy,
1330,dummy,20190606,DDDD,dummy,Woman,dummy,
1331,dummy,20190606,DDDD,dummy,Man,dummy,
1332,dummy,20190606,DDDD,dummy,Woman,dummy,
1333,dummy,20190606,DDDD,dummy,Woman,dummy,
1334,dummy,20190606,DDDD,dummy,Woman,dummy,
1335,dummy,20190606,DDDD,dummy,Woman,dummy,
1336,dummy,20190606,DDDD,dummy,Woman,dummy,
1337,dummy,20190606,DDDD,dummy,Man,dummy,
1338,dummy,20190606,DDDD,dummy,Woman,dummy,
1339,dummy,20190606,DDDD,dummy,Woman,dummy,
1340,dummy,20190606,DDDD,dummy,Woman,dummy,
1341,dummy,20190606,DDDD,dummy,Woman,dummy,
1342,dummy,20190606,DDDD,dummy,Woman,dummy,
1343,dummy,20190606,DDDD,dummy,Man,dummy,
1344,dummy,20190606,DDDD,dummy,Woman,dummy,
1345,dummy,20190606,DDDD,dummy,Woman,dummy,
1346,dummy,20190606,DDDD,dummy,Man,dummy,
1347,dummy,20190606,DDDD,dummy,Woman,dummy,
1348,dummy,20190606,DDDD,dummy,Man,dummy,
1349,dummy,20190606,DDDD,dummy,Man,dummy,
1350,dummy,20190606,DDDD,dummy,Man,dummy,
1351,dummy,20190606,DDDD,dummy,Woman,dummy,
1352,dummy,20190606,DDDD,dummy,Woman,dummy,
1353,dummy,20190606,DDDD,dummy,Man,dummy,
1354,dummy,20190606,DDDD,dummy,Woman,dummy,
1355,dummy,20190606,DDDD,dummy,Woman,dummy,
1356,dummy,20190606,DDDD,dummy,Man,dummy,
1357,dummy,20190606,DDDD,dummy,Man,dummy,
1358,dummy,20190606,DDDD,dummy,Woman,dummy,
1359,dummy,20190606,DDDD,dummy,Man,dummy,
1360,dummy,20190606,DDDD,dummy,Woman,dummy,
1361,dummy,20190606,DDDD,dummy,Man,dummy,
1362,dummy,20190606,DDDD,dummy,Man,dummy,
1363,dummy,20190606,DDDD,dummy,Woman,dummy,
1364,dummy,20190606,DDDD,dummy,Man,dummy,
1365,dummy,20190606,DDDD,dummy,Man,dummy,
1366,dummy,20190606,DDDD,dummy,Man,dummy,
1367,dummy,20190606,DDDD,dummy,Man,dummy,
1368,dummy,20190606,DDDD,dummy,Woman,dummy,
1369,dummy,20190606,DDDD,dummy,Woman,dummy,
1370,dummy,20190606,DDDD,dummy,Woman,dummy,
1371,dummy,20190606,DDDD,dummy,Woman,dummy,
1372,dummy,20190606,DDDD,dummy,Man,dummy,
1373,dummy,20190606,DDDD,dummy,Man,dummy,
1374,dummy,20190606,DDDD,dummy,Woman,dummy,
1375,Saddam Hussein,19370428,ESTJ,Ariek,Man,Politician,"If a soldier does not see the logic he will not perform as well or be as obedient. A soldier must be convinced, otherwise discipline is a problem."
1376,dummy,20190606,DDDD,dummy,Man,dummy,
1377,dummy,20190606,DDDD,dummy,Woman,dummy,
1378,dummy,20190606,DDDD,dummy,Man,dummy,
1379,dummy,20190606,DDDD,dummy,Man,dummy,
1380,dummy,20190606,DDDD,dummy,Man,dummy,
1381,dummy,20190606,DDDD,dummy,Woman,dummy,
1382,dummy,20190606,DDDD,dummy,Woman,dummy,
1383,dummy,20190606,DDDD,dummy,Woman,dummy,
1384,dummy,20190606,DDDD,dummy,Man,dummy,
1385,dummy,20190606,DDDD,dummy,Man,dummy,
1386,dummy,20190606,DDDD,dummy,Woman,dummy,
1387,dummy,20190606,DDDD,dummy,Woman,dummy,
1388,dummy,20190606,DDDD,dummy,Man,dummy,
1389,dummy,20190606,DDDD,dummy,Woman,dummy,
1390,dummy,20190606,DDDD,dummy,Man,dummy,
1391,dummy,20190606,DDDD,dummy,Woman,dummy,
1392,Benjamin Franklin,17060117,ENTP,USA,Man,Politician,[In my youth] I was not content with being right but was ... rather insolent [in a discussion]. ... When someone asserted something ... [I] immediately showed some absurdity in his proposition.
1393,dummy,20190606,DDDD,dummy,Man,dummy,
1394,dummy,20190606,DDDD,dummy,Man,dummy,
1395,dummy,20190606,DDDD,dummy,Man,dummy,
1396,John Paul II,19200518,ENFJ,Poland,Man,Cleric,"I hope to have communion with the people, that is the most important thing."
1397,dummy,20190606,DDDD,dummy,Man,dummy,
1398,dummy,20190606,DDDD,dummy,Woman,dummy,
1399,Matthew Inman,19820924,ENTP,USA,Man,Artist,"My favorite example of the wrong kind of criticism is when someone says, 'It doesn't feel right.'"
1400,dummy,20190606,DDDD,dummy,Woman,dummy,
1401,dummy,20190606,DDDD,dummy,Man,dummy,
1402,Martin Luther,14831110,INTJ,Germany,Man,Scholar,Faith without deeds is dead.
1403,dummy,20190606,DDDD,dummy,Man,dummy,
1404,dummy,20190606,DDDD,dummy,Man,dummy,
1405,dummy,20190606,DDDD,dummy,Man,dummy,
1406,dummy,20190606,DDDD,dummy,Man,dummy,
1407,dummy,20190606,DDDD,dummy,Woman,dummy,
1408,dummy,20190606,DDDD,dummy,Man,dummy,
1409,dummy,20190606,DDDD,dummy,Woman,dummy,
1410,dummy,20190606,DDDD,dummy,Man,dummy,
1411,Adrien Brody,19730414,INFJ,USA,Man,Artist,"I've spent a lifetime understanding and connecting to emotions - not only my own, but [those of] other people."
1412,Rand Paul,19630107,ISFJ,USA,Man,Politician,I do think it unacceptable not to hate war. I'm dismissive of those who champion war as sport and show no reluctance to engage in war. Any leader who shows glee or eagerness for war should not be leading any nation.
1413,dummy,20190606,DDDD,dummy,Woman,dummy,
1414,dummy,20190606,DDDD,dummy,Woman,dummy,
1415,dummy,20190606,DDDD,dummy,Woman,dummy,
1416,dummy,20190606,DDDD,dummy,Woman,dummy,
1417,dummy,20190606,DDDD,dummy,Man,dummy,
1418,dummy,20190606,DDDD,dummy,Woman,dummy,
1419,dummy,20190606,DDDD,dummy,Man,dummy,
1420,dummy,20190606,DDDD,dummy,Man,dummy,
1421,dummy,20190606,DDDD,dummy,Woman,dummy,
1422,dummy,20190606,DDDD,dummy,Woman,dummy,
1423,dummy,20190606,DDDD,dummy,Woman,dummy,
1424,Michael Jackson,19580829,ISFP,USA,Man,Artist,"I am [normally] shy. But once I get up [on stage], I take control of myself. Being onstage is magic. There's nothing like it."
1425,dummy,20190606,DDDD,dummy,Woman,dummy,
1426,dummy,20190606,DDDD,dummy,Woman,dummy,
1427,dummy,20190606,DDDD,dummy,Man,dummy,
1428,dummy,20190606,DDDD,dummy,Woman,dummy,
1429,dummy,20190606,DDDD,dummy,Man,dummy,
1430,dummy,20190606,DDDD,dummy,Man,dummy,
1431,Jerry Falwell,19330811,ESTJ,USA,Man,Cleric,I do not believe that anyone has ever been successful in life without ... diligence [and] hard work.
1432,dummy,20190606,DDDD,dummy,Woman,dummy,
1433,dummy,20190606,DDDD,dummy,Man,dummy,
1434,dummy,20190606,DDDD,dummy,Woman,dummy,
1435,dummy,20190606,DDDD,dummy,Man,dummy,
1436,dummy,20190606,DDDD,dummy,Man,dummy,
1437,dummy,20190606,DDDD,dummy,Woman,dummy,
1438,dummy,20190606,DDDD,dummy,Man,dummy,
1439,dummy,20190606,DDDD,dummy,Woman,dummy,
1440,dummy,20190606,DDDD,dummy,Man,dummy,
1441,dummy,20190606,DDDD,dummy,Man,dummy,
1442,dummy,20190606,DDDD,dummy,Man,dummy,
1443,dummy,20190606,DDDD,dummy,Woman,dummy,
1444,dummy,20190606,DDDD,dummy,Woman,dummy,
1445,dummy,20190606,DDDD,dummy,Woman,dummy,
1446,dummy,20190606,DDDD,dummy,Woman,dummy,
1447,dummy,20190606,DDDD,dummy,Woman,dummy,
1448,dummy,20190606,DDDD,dummy,Woman,dummy,
1449,dummy,20190606,DDDD,dummy,Woman,dummy,
1450,dummy,20190606,DDDD,dummy,Woman,dummy,
1451,dummy,20190606,DDDD,dummy,Woman,dummy,
1452,dummy,20190606,DDDD,dummy,Man,dummy,
1453,dummy,20190606,DDDD,dummy,Man,dummy,
1454,dummy,20190606,DDDD,dummy,Woman,dummy,
1455,dummy,20190606,DDDD,dummy,Man,dummy,
1456,dummy,20190606,DDDD,dummy,Man,dummy,
1457,dummy,20190606,DDDD,dummy,Woman,dummy,
1458,dummy,20190606,DDDD,dummy,Man,dummy,
1459,dummy,20190606,DDDD,dummy,Woman,dummy,
1460,dummy,20190606,DDDD,dummy,Man,dummy,
1461,dummy,20190606,DDDD,dummy,Man,dummy,
1462,dummy,20190606,DDDD,dummy,Woman,dummy,
1463,dummy,20190606,DDDD,dummy,Man,dummy,
1464,dummy,20190606,DDDD,dummy,Woman,dummy,
1465,dummy,20190606,DDDD,dummy,Man,dummy,
1466,dummy,20190606,DDDD,dummy,Woman,dummy,
1467,dummy,20190606,DDDD,dummy,Woman,dummy,
1468,dummy,20190606,DDDD,dummy,Man,dummy,
1469,dummy,20190606,DDDD,dummy,Woman,dummy,
1470,dummy,20190606,DDDD,dummy,Woman,dummy,
1471,dummy,20190606,DDDD,dummy,Man,dummy,
1472,dummy,20190606,DDDD,dummy,Man,dummy,
1473,dummy,20190606,DDDD,dummy,Man,dummy,
1474,dummy,20190606,DDDD,dummy,Man,dummy,
1475,dummy,20190606,DDDD,dummy,Man,dummy,
1476,dummy,20190606,DDDD,dummy,Man,dummy,
1477,dummy,20190606,DDDD,dummy,Man,dummy,
1478,dummy,20190606,DDDD,dummy,Man,dummy,
1479,dummy,20190606,DDDD,dummy,Man,dummy,
1480,dummy,20190606,DDDD,dummy,Woman,dummy,
1481,dummy,20190606,DDDD,dummy,Woman,dummy,
1482,dummy,20190606,DDDD,dummy,Man,dummy,
1483,dummy,20190606,DDDD,dummy,Man,dummy,
1484,dummy,20190606,DDDD,dummy,Woman,dummy,
1485,dummy,20190606,DDDD,dummy,Man,dummy,
1486,dummy,20190606,DDDD,dummy,Woman,dummy,
1487,Jeff Bezos,19640112,ISTJ,USA,Man,Businessman,"A company shouldn't get addicted to being shiny, because shiny doesn't last."
1488,dummy,20190606,DDDD,dummy,Woman,dummy,
1489,dummy,20190606,DDDD,dummy,Woman,dummy,
1490,dummy,20190606,DDDD,dummy,Woman,dummy,
1491,Rene Descartes,15960331,INTP,France,Man,Scholar,Reason in man is rather like God in the world.
1492,dummy,20190606,DDDD,dummy,Man,dummy,
1493,dummy,20190606,DDDD,dummy,Woman,dummy,
1494,dummy,20190606,DDDD,dummy,Woman,dummy,
1495,dummy,20190606,DDDD,dummy,Man,dummy,
1496,dummy,20190606,DDDD,dummy,Man,dummy,
1497,dummy,20190606,DDDD,dummy,Woman,dummy,
1498,dummy,20190606,DDDD,dummy,Woman,dummy,
1499,dummy,20190606,DDDD,dummy,Woman,dummy,
1500,dummy,20190606,DDDD,dummy,Man,dummy,
1501,dummy,20190606,DDDD,dummy,Woman,dummy,
1502,dummy,20190606,DDDD,dummy,Man,dummy,
1503,dummy,20190606,DDDD,dummy,Man,dummy,
1504,dummy,20190606,DDDD,dummy,Woman,dummy,
1505,dummy,20190606,DDDD,dummy,Woman,dummy,
1506,dummy,20190606,DDDD,dummy,Man,dummy,
1507,dummy,20190606,DDDD,dummy,Woman,dummy,
1508,dummy,20190606,DDDD,dummy,Woman,dummy,
1509,dummy,20190606,DDDD,dummy,Woman,dummy,
1510,dummy,20190606,DDDD,dummy,Woman,dummy,
1511,dummy,20190606,DDDD,dummy,Man,dummy,
1512,dummy,20190606,DDDD,dummy,Woman,dummy,
1513,dummy,20190606,DDDD,dummy,Man,dummy,
1514,dummy,20190606,DDDD,dummy,Woman,dummy,
1515,dummy,20190606,DDDD,dummy,Man,dummy,
1516,dummy,20190606,DDDD,dummy,Man,dummy,
1517,dummy,20190606,DDDD,dummy,Man,dummy,
1518,dummy,20190606,DDDD,dummy,Man,dummy,
1519,dummy,20190606,DDDD,dummy,Man,dummy,
1520,dummy,20190606,DDDD,dummy,Man,dummy,
1521,dummy,20190606,DDDD,dummy,Man,dummy,
1522,dummy,20190606,DDDD,dummy,Woman,dummy,
1523,dummy,20190606,DDDD,dummy,Woman,dummy,
1524,dummy,20190606,DDDD,dummy,Man,dummy,
1525,dummy,20190606,DDDD,dummy,Woman,dummy,
1526,dummy,20190606,DDDD,dummy,Man,dummy,
1527,dummy,20190606,DDDD,dummy,Man,dummy,
1528,dummy,20190606,DDDD,dummy,Man,dummy,
1529,dummy,20190606,DDDD,dummy,Woman,dummy,
1530,dummy,20190606,DDDD,dummy,Woman,dummy,
1531,dummy,20190606,DDDD,dummy,Man,dummy,
1532,dummy,20190606,DDDD,dummy,Man,dummy,
1533,dummy,20190606,DDDD,dummy,Woman,dummy,
1534,dummy,20190606,DDDD,dummy,Man,dummy,
1535,dummy,20190606,DDDD,dummy,Woman,dummy,
1536,dummy,20190606,DDDD,dummy,Woman,dummy,
1537,dummy,20190606,DDDD,dummy,Man,dummy,
1538,dummy,20190606,DDDD,dummy,Man,dummy,
1539,dummy,20190606,DDDD,dummy,Man,dummy,
1540,dummy,20190606,DDDD,dummy,Man,dummy,
1541,dummy,20190606,DDDD,dummy,Woman,dummy,
1542,dummy,20190606,DDDD,dummy,Woman,dummy,
1543,dummy,20190606,DDDD,dummy,Woman,dummy,
1544,dummy,20190606,DDDD,dummy,Woman,dummy,
1545,dummy,20190606,DDDD,dummy,Man,dummy,
1546,dummy,20190606,DDDD,dummy,Woman,dummy,
1547,dummy,20190606,DDDD,dummy,Woman,dummy,
1548,dummy,20190606,DDDD,dummy,Woman,dummy,
1549,dummy,20190606,DDDD,dummy,Man,dummy,
1550,dummy,20190606,DDDD,dummy,Man,dummy,
1551,dummy,20190606,DDDD,dummy,Man,dummy,
1552,dummy,20190606,DDDD,dummy,Woman,dummy,
1553,dummy,20190606,DDDD,dummy,Man,dummy,
1554,dummy,20190606,DDDD,dummy,Woman,dummy,
1555,dummy,20190606,DDDD,dummy,Man,dummy,
1556,dummy,20190606,DDDD,dummy,Man,dummy,
1557,dummy,20190606,DDDD,dummy,Man,dummy,
1558,dummy,20190606,DDDD,dummy,Woman,dummy,
1559,dummy,20190606,DDDD,dummy,Woman,dummy,
1560,dummy,20190606,DDDD,dummy,Woman,dummy,
1561,dummy,20190606,DDDD,dummy,Woman,dummy,
1562,dummy,20190606,DDDD,dummy,Woman,dummy,
1563,dummy,20190606,DDDD,dummy,Woman,dummy,
1564,Bruce Lee,19401127,ISTP,USA,Man,Artist,"Use only that which works, and take it from any place you can find it."
1565,dummy,20190606,DDDD,dummy,Woman,dummy,
1566,dummy,20190606,DDDD,dummy,Woman,dummy,
1567,dummy,20190606,DDDD,dummy,Man,dummy,
1568,dummy,20190606,DDDD,dummy,Woman,dummy,
1569,dummy,20190606,DDDD,dummy,Woman,dummy,
1570,dummy,20190606,DDDD,dummy,Woman,dummy,
1571,dummy,20190606,DDDD,dummy,Man,dummy,
1572,dummy,20190606,DDDD,dummy,Woman,dummy,
1573,dummy,20190606,DDDD,dummy,Man,dummy,
1574,dummy,20190606,DDDD,dummy,Man,dummy,
1575,dummy,20190606,DDDD,dummy,Man,dummy,
1576,dummy,20190606,DDDD,dummy,Man,dummy,
1577,dummy,20190606,DDDD,dummy,Man,dummy,
1578,George Harrison,19430225,INFJ,UK,Man,Artist,You can be standing right in front of the truth and not necessarily see it. People only get it when they're ready to get it.
1579,dummy,20190606,DDDD,dummy,Woman,dummy,
1580,dummy,20190606,DDDD,dummy,Woman,dummy,
1581,dummy,20190606,DDDD,dummy,Man,dummy,
1582,dummy,20190606,DDDD,dummy,Man,dummy,
1583,dummy,20190606,DDDD,dummy,Woman,dummy,
1584,dummy,20190606,DDDD,dummy,Woman,dummy,
1585,Benito Mussolini,18830729,ESFP,Italy,Man,Politician,[Professors] can find arguments to justify the most absurd propositions. That is in fact their job. But I stick to my guns.
1586,dummy,20190606,DDDD,dummy,Woman,dummy,
1587,dummy,20190606,DDDD,dummy,Man,dummy,
1588,dummy,20190606,DDDD,dummy,Woman,dummy,
1589,dummy,20190606,DDDD,dummy,Man,dummy,
1590,dummy,20190606,DDDD,dummy,Woman,dummy,
1591,dummy,20190606,DDDD,dummy,Man,dummy,
1592,dummy,20190606,DDDD,dummy,Man,dummy,
1593,dummy,20190606,DDDD,dummy,Man,dummy,
1594,dummy,20190606,DDDD,dummy,Man,dummy,
1595,dummy,20190606,DDDD,dummy,Woman,dummy,
1596,dummy,20190606,DDDD,dummy,Woman,dummy,
1597,dummy,20190606,DDDD,dummy,Man,dummy,
1598,dummy,20190606,DDDD,dummy,Man,dummy,
1599,dummy,20190606,DDDD,dummy,Woman,dummy,
1600,dummy,20190606,DDDD,dummy,Man,dummy,
1601,dummy,20190606,DDDD,dummy,Woman,dummy,
1602,dummy,20190606,DDDD,dummy,Woman,dummy,
1603,dummy,20190606,DDDD,dummy,Man,dummy,
1604,dummy,20190606,DDDD,dummy,Woman,dummy,
1605,dummy,20190606,DDDD,dummy,Man,dummy,
1606,dummy,20190606,DDDD,dummy,Woman,dummy,
1607,dummy,20190606,DDDD,dummy,Woman,dummy,
1608,dummy,20190606,DDDD,dummy,Man,dummy,
1609,Che Guevara,19280614,ENFP,Argentina,Man,Politician,"If you tremble with indignation at every injustice, then you are a comrade of mine."
1610,dummy,20190606,DDDD,dummy,Woman,dummy,
1611,Bruce Willis,19550319,ISFJ,USA,Man,Artist,When you meet the love of your life ... the hard work has just begun. You've got to keep working on it all the time. 'Love and marriage' is like a little garden that needs to be tended every day.
1612,dummy,20190606,DDDD,dummy,Woman,dummy,
1613,dummy,20190606,DDDD,dummy,Woman,dummy,
1614,dummy,20190606,DDDD,dummy,Woman,dummy,
1615,dummy,20190606,DDDD,dummy,Man,dummy,
1616,dummy,20190606,DDDD,dummy,Man,dummy,
1617,dummy,20190606,DDDD,dummy,Woman,dummy,
1618,dummy,20190606,DDDD,dummy,Woman,dummy,
1619,dummy,20190606,DDDD,dummy,Woman,dummy,
1620,dummy,20190606,DDDD,dummy,Woman,dummy,
1621,dummy,20190606,DDDD,dummy,Woman,dummy,
1622,dummy,20190606,DDDD,dummy,Man,dummy,
1623,dummy,20190606,DDDD,dummy,Man,dummy,
1624,dummy,20190606,DDDD,dummy,Man,dummy,
1625,dummy,20190606,DDDD,dummy,Man,dummy,
1626,dummy,20190606,DDDD,dummy,Woman,dummy,
1627,dummy,20190606,DDDD,dummy,Woman,dummy,
1628,dummy,20190606,DDDD,dummy,Woman,dummy,
1629,dummy,20190606,DDDD,dummy,Woman,dummy,
1630,dummy,20190606,DDDD,dummy,Man,dummy,
1631,dummy,20190606,DDDD,dummy,Man,dummy,
1632,dummy,20190606,DDDD,dummy,Man,dummy,
1633,dummy,20190606,DDDD,dummy,Woman,dummy,
1634,Walt Disney,19011205,ENFP,USA,Man,Artist,"I do not make films primarily for children. I make them for the child in all of us, whether we be six or sixty."
1635,dummy,20190606,DDDD,dummy,Man,dummy,
1636,Glenn Gould,19320926,INTP,Canada,Man,Artist,I would like to see a world where nobody cared what anybody else was doing - in which ... group-think ... disappeared.
1637,Tilda Swinton,19601105,INFJ,UK,Woman,Artist,"I find fascinating the question, 'How do we identify ourselves, and how do we settle into other people's expectations for our identity?'"
1638,dummy,20190606,DDDD,dummy,Woman,dummy,
1639,dummy,20190606,DDDD,dummy,Woman,dummy,
1640,Prince,19580607,ISFP,USA,Man,Artist,You gotta live life before you can really talk too much about it.
1641,dummy,20190606,DDDD,dummy,Man,dummy,
1642,Steve Jobs,19550224,ISTP,USA,Man,Businessman,One of my mantras - focus and simplicity.
1643,dummy,20190606,DDDD,dummy,Man,dummy,
1644,dummy,20190606,DDDD,dummy,Woman,dummy,
1645,dummy,20190606,DDDD,dummy,Man,dummy,
